town,2014,2015,2016,obl,dis,koatuu,np,oblcode,type,oldname
м. Новоселиця,7714.0,7662.0,7642.0,Чернівецька область,Новоселицький район,7323010100,М,73,town,
смт Путила,3374.0,3414.0,3435.0,Чернівецька область,Путильський район,7323555100,Т,73,smt,
м. Сокиряни,9388.0,9349.0,9192.0,Чернівецька область,Сокирянський район,7324010100,М,73,town,
м. Сторожинець,14407.0,14301.0,14197.0,Чернівецька область,Сторожинецький район,7324510100,М,73,town,
смт Красноїльськ,10021.0,10112.0,10163.0,Чернівецька область,Сторожинецький район,7324555400,Т,73,smt,
м. Хотин,9591.0,9482.0,9422.0,Чернівецька область,Хотинський район,7325010100,М,73,town,
м. Чернігів,295670.0,294727.0,294095.0,Чернігівська область,Чернігів,7410100000,В,74,city,
м. Ніжин,72869.0,72422.0,71814.0,Чернігівська область,Ніжин,7410400000,М,74,town,
м. Новгород-Сіверський,13753.0,13762.0,13652.0,Чернігівська область,Новгород-Сіверський,7410500000,М,74,town,
м. Прилуки,58202.0,57735.0,57137.0,Чернігівська область,Прилуки,7410700000,М,74,town,
м. Бахмач,18604.0,18552.0,18441.0,Чернігівська область,Бахмацький район,7420310100,М,74,town,
м. Батурин,2652.0,2622.0,2581.0,Чернігівська область,Бахмацький район,7420310300,М,74,town,
смт Дмитрівка,2368.0,2334.0,2316.0,Чернігівська область,Бахмацький район,7420355600,Т,74,smt,
м. Бобровиця,11279.0,11289.0,11295.0,Чернігівська область,Бобровицький район,7420610100,М,74,town,
м. Борзна,10396.0,10319.0,10294.0,Чернігівська область,Борзнянський район,7420810100,М,74,town,
смт Варва,8302.0,8235.0,8175.0,Чернігівська область,Варвинський район,7421155100,Т,74,smt,
м. Городня,12431.0,12356.0,12273.0,Чернігівська область,Городнянський район,7421410100,М,74,town,
м. Ічня,11454.0,11357.0,11224.0,Чернігівська область,Ічнянський район,7421710100,М,74,town,
смт Дружба,1013.0,1026.0,1023.0,Чернігівська область,Ічнянський район,7421755300,Т,74,smt,
смт Парафіївка,2455.0,2427.0,2407.0,Чернігівська область,Ічнянський район,7421755700,Т,74,smt,
м. Остер,6295.0,6257.0,6180.0,Чернігівська область,Козелецький район,7422010400,М,74,town,
смт Козелець,8153.0,8139.0,8142.0,Чернігівська область,Козелецький район,7422055100,Т,74,smt,
смт Десна,7550.0,7522.0,7572.0,Чернігівська область,Козелецький район,7422055400,Т,74,smt,
смт Короп,5433.0,5434.0,5434.0,Чернігівська область,Коропський район,7422255100,Т,74,smt,
смт Понорниця,2269.0,2215.0,2178.0,Чернігівська область,Коропський район,7422255500,Т,74,smt,
м. Корюківка,13114.0,13111.0,12999.0,Чернігівська область,Корюківський район,7422410100,М,74,town,
смт Холми,2760.0,2736.0,2726.0,Чернігівська область,Корюківський район,7422455400,Т,74,smt,
смт Куликівка,5484.0,5466.0,5412.0,Чернігівська область,Куликівський район,7422755100,Т,74,smt,
м. Мена,12181.0,12104.0,12004.0,Чернігівська область,Менський район,7423010100,М,74,town,
смт Березна,4807.0,4763.0,4719.0,Чернігівська область,Менський район,7423055300,Т,74,smt,
смт Макошине,2349.0,2313.0,2304.0,Чернігівська область,Менський район,7423055700,Т,74,smt,
смт Лосинівка,4082.0,4035.0,3982.0,Чернігівська область,Ніжинський район,7423355400,Т,74,smt,
м. Носівка,14007.0,13895.0,13856.0,Чернігівська область,Носівський район,7423810100,М,74,town,
смт Ладан,6299.0,6230.0,6151.0,Чернігівська область,Прилуцький район,7424155400,Т,74,smt,
смт Линовиця,2746.0,2728.0,2711.0,Чернігівська область,Прилуцький район,7424155600,Т,74,smt,
смт Мала Дівиця,2095.0,2049.0,2017.0,Чернігівська область,Прилуцький район,7424155900,Т,74,smt,
смт Ріпки,7349.0,7310.0,7226.0,Чернігівська область,Ріпкинський район,7424455100,Т,74,smt,
смт Добрянка,2853.0,2838.0,2787.0,Чернігівська область,Ріпкинський район,7424455400,Т,74,smt,
смт Замглай,1804.0,1798.0,1783.0,Чернігівська область,Ріпкинський район,7424455700,Т,74,smt,
смт Любеч,2146.0,2101.0,2086.0,Чернігівська область,Ріпкинський район,7424456000,Т,74,smt,
смт Радуль,550.0,536.0,526.0,Чернігівська область,Ріпкинський район,7424456400,Т,74,smt,
м. Семенівка,8486.0,8489.0,8420.0,Чернігівська область,Семенівський район,7424710100,М,74,town,
смт Сосниця,7302.0,7233.0,7201.0,Чернігівська область,Сосницький район,7424955100,Т,74,smt,
смт Срібне,3232.0,3214.0,3200.0,Чернігівська область,Срібнянський район,7425155100,Т,74,smt,
смт Дігтярі,1238.0,1237.0,1220.0,Чернігівська область,Срібнянський район,7425155400,Т,74,smt,
смт Талалаївка,5052.0,5037.0,4993.0,Чернігівська область,Талалаївський район,7425355100,Т,74,smt,
смт Гончарівське,3451.0,3475.0,3403.0,Чернігівська область,Чернігівський район,7425555200,Т,74,smt,
смт Михайло-Коцюбинське,2930.0,2923.0,2929.0,Чернігівська область,Чернігівський район,7425555400,Т,74,smt,
смт Олишівка,1986.0,1978.0,1958.0,Чернігівська область,Чернігівський район,7425555700,Т,74,smt,
смт Седнів,1132.0,1122.0,1103.0,Чернігівська область,Чернігівський район,7425556000,Т,74,smt,
м. Сновськ,11455.0,11390.0,11343.0,Чернігівська область,Сновський район,7425810100,М,74,town,ЩОРС
м. Київ,2868702.0,2887974.0,2906569.0,Київ,Київ,8000000000,В,80,city,
м. Севастополь,344853.0,,,Севастополь,Севастополь,8500000000,В,85,city,
